	tissue	gene_id	gene_name	chr	start	end	num_var	TR_chr	TR_start	TR_end	TR_locus	eTR	lead_TR	lead_p_nominal	p_nominal	slope	slope_se	qval
132	Skin_Sun_Exposed_Lower_leg	ENSG00000254812.1	RP11-661A12.12	chr8	143632071	143633756	6	chr8	143628618	143629053	27006	True	True	4.3636e-21	4.3636e-21	3.7454e-01	3.8237e-02	4.9400e-17
133	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	3.6975e-21	3.6975e-21	4.0242e-01	4.0737e-02	6.6457e-17
134	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000179750.15	APOBEC3B	chr22	38982347	38992804	5	chr22	38981117	38981249	16433	True	True	7.0281e-21	7.0281e-21	4.0198e-01	4.0990e-02	6.6457e-17
135	Muscle_Skeletal	ENSG00000188818.12	ZDHHC11	chr5	795606	850986	14	chr5	764827	765401	20384	True	True	3.2977e-21	3.2977e-21	3.5151e-01	3.5954e-02	8.9171e-17
136	Esophagus_Mucosa	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	5.7572e-20	5.7572e-20	3.9945e-01	4.1757e-02	1.4160e-16
137	Thyroid	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	764827	765401	20384	True	True	1.3838e-20	1.3838e-20	3.8265e-01	3.9503e-02	2.5016e-16
138	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	1.6091e-19	1.6091e-19	3.8766e-01	4.1142e-02	2.7894e-16
139	Cells_Cultured_fibroblasts	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195717039	195717263	18365	True	True	4.0730e-20	4.0730e-20	4.0599e-01	4.2199e-02	2.9529e-16
140	Skin_Sun_Exposed_Lower_leg	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	2.2609e-20	2.2609e-20	3.7316e-01	3.8826e-02	3.1283e-16
141	Thyroid	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	2.9296e-20	2.9296e-20	3.8089e-01	3.9679e-02	3.5767e-16
142	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000184949.15	FAM227A	chr22	38578120	38656629	3	chr22	38644314	38644569	16425	True	True	8.1807e-20	8.1807e-20	-3.9568e-01	4.1574e-02	3.9273e-16
143	Lung	ENSG00000120071.13	KANSL1	chr17	46029916	46225389	1	chr17	46265245	46265480	10319	True	True	1.3266e-19	1.3266e-19	3.8992e-01	4.1264e-02	4.0561e-16
144	Whole_Blood	ENSG00000262539.1	RP11-259G18.3	chr17	46259551	46260606	1	chr17	46265245	46265480	10319	True	True	7.0847e-19	7.0847e-19	3.3716e-01	3.6842e-02	9.1109e-16
145	Whole_Blood	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113610060	113611275	13631	True	True	1.5526e-19	1.5526e-19	3.4215e-01	3.6659e-02	1.1124e-15
146	Skin_Sun_Exposed_Lower_leg	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	1.3721e-19	1.3721e-19	-3.6090e-01	3.8460e-02	1.3144e-15
147	Skin_Sun_Exposed_Lower_leg	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	9.3409e-19	9.3409e-19	3.5189e-01	3.8471e-02	1.3848e-15
148	Cells_Cultured_fibroblasts	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	1.6053e-19	1.6053e-19	-3.9881e-01	4.2210e-02	1.5871e-15
149	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	1.1910e-18	1.1910e-18	3.7749e-01	4.1166e-02	1.7697e-15
150	Artery_Tibial	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	2.7498e-19	2.7498e-19	-3.6300e-01	3.8994e-02	2.6324e-15
151	Lung	ENSG00000113303.11	BTNL8	chr5	180899077	180950906	9	chr5	180986484	180986608	21968	True	True	1.1096e-19	1.1096e-19	3.8713e-01	4.0908e-02	2.6717e-15
152	Testis	ENSG00000271662.1	RP11-141C7.3	chr3	195650146	195651472	5	chr3	195694561	195694966	18362	True	True	2.1580e-19	2.1580e-19	4.7739e-01	4.9587e-02	2.8121e-15
153	Thyroid	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	4.1899e-19	4.1899e-19	-3.6484e-01	3.9380e-02	3.5807e-15
154	Testis	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195717039	195717263	18365	True	True	3.8399e-19	3.8399e-19	4.7444e-01	4.9677e-02	3.6695e-15
155	Adipose_Subcutaneous	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	2.0880e-19	2.0880e-19	3.7179e-01	3.9728e-02	3.7574e-15
156	Adipose_Subcutaneous	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	1.8647e-18	1.8647e-18	3.5730e-01	3.9363e-02	3.7750e-15
157	Artery_Aorta	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	1.9989e-19	1.9989e-19	4.4426e-01	4.6575e-02	3.9267e-15
158	Testis	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	4.6438e-19	4.6438e-19	4.7346e-01	4.9707e-02	4.0964e-15
159	Artery_Tibial	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	764827	765401	20384	True	True	2.7300e-19	2.7300e-19	3.6572e-01	3.9260e-02	4.4227e-15
160	Spleen	ENSG00000113303.11	BTNL8	chr5	180899077	180950906	9	chr5	180986484	180986608	21968	True	True	3.7303e-20	3.7303e-20	5.6123e-01	5.5300e-02	4.4352e-15
161	Spleen	ENSG00000168903.8	BTNL3	chr5	180988845	181006727	10	chr5	180986484	180986608	21968	True	True	4.2569e-20	4.2569e-20	-5.6052e-01	5.5333e-02	4.4352e-15
162	Adipose_Visceral_Omentum	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	764827	765401	20384	True	True	7.1345e-20	7.1345e-20	4.1040e-01	4.2892e-02	4.5829e-15
163	Lung	ENSG00000188818.12	ZDHHC11	chr5	795606	850986	14	chr5	764827	765401	20384	True	True	1.9099e-19	1.9099e-19	3.9015e-01	4.1468e-02	6.3585e-15
164	Artery_Aorta	ENSG00000237975.6	FLG-AS1	chr1	152168125	152445456	4	chr1	152213243	152221044	1143	True	True	1.7942e-19	1.7942e-19	-4.4054e-01	4.6174e-02	7.0489e-15
165	Lung	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	3.3298e-18	3.3298e-18	3.7566e-01	4.1529e-02	7.1265e-15
166	Stomach	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	764827	765401	20384	True	True	4.0998e-20	4.0998e-20	4.8915e-01	4.9618e-02	7.7786e-15
167	Lung	ENSG00000197888.2	UGT2B17	chr4	68537184	68568527	1	chr4	68596915	68597248	19224	True	True	4.0350e-18	4.0350e-18	3.6999e-01	4.1058e-02	7.8507e-15
168	Adipose_Subcutaneous	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	4.4659e-18	4.4659e-18	3.5208e-01	3.9272e-02	8.2193e-15
169	Adipose_Visceral_Omentum	ENSG00000237975.6	FLG-AS1	chr1	152168125	152445456	4	chr1	152213243	152221044	1143	True	True	8.6512e-19	8.6512e-19	-3.9711e-01	4.2931e-02	8.7745e-15
170	Adipose_Visceral_Omentum	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195694561	195694966	18362	True	True	8.4862e-19	8.4862e-19	3.9680e-01	4.2891e-02	8.7745e-15
171	Thyroid	ENSG00000262539.1	RP11-259G18.3	chr17	46259551	46260606	1	chr17	46265245	46265480	10319	True	True	6.5948e-18	6.5948e-18	3.5361e-01	3.9634e-02	8.8062e-15
172	Thyroid	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	9.2154e-19	9.2154e-19	3.6643e-01	3.9929e-02	1.0423e-14
173	Muscle_Skeletal	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	7.1374e-18	7.1374e-18	3.1871e-01	3.6006e-02	1.2407e-14
174	Testis	ENSG00000224769.1	MUC20P1	chr3	195614947	195620233	5	chr3	195717039	195717263	18365	True	True	1.4825e-18	1.4825e-18	4.6741e-01	4.9889e-02	1.5179e-14
175	Skin_Sun_Exposed_Lower_leg	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	3.7252e-18	3.7252e-18	-3.5700e-01	3.9686e-02	1.5463e-14
176	Pancreas	ENSG00000156219.16	ART3	chr4	76011184	76112802	2	chr4	76027456	76027965	19295	True	True	4.1505e-19	4.1505e-19	4.8718e-01	5.0846e-02	1.5465e-14
177	Adipose_Subcutaneous	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	1.5738e-18	1.5738e-18	-3.5685e-01	3.9231e-02	1.5931e-14
178	Muscle_Skeletal	ENSG00000237975.6	FLG-AS1	chr1	152168125	152445456	4	chr1	152213243	152221044	1143	True	True	2.7317e-18	2.7317e-18	-3.2277e-01	3.5980e-02	1.7267e-14
179	Skin_Sun_Exposed_Lower_leg	ENSG00000237975.6	FLG-AS1	chr1	152168125	152445456	4	chr1	152213243	152221044	1143	True	True	3.9742e-18	3.9742e-18	-3.4526e-01	3.8507e-02	2.0621e-14
180	Heart_Atrial_Appendage	ENSG00000168903.8	BTNL3	chr5	180988845	181006727	10	chr5	180986484	180986608	21968	True	True	1.4027e-19	1.4027e-19	-4.4814e-01	4.6728e-02	2.2908e-14
181	Heart_Atrial_Appendage	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	2.4023e-18	2.4023e-18	4.3957e-01	4.7605e-02	2.2908e-14
182	Whole_Blood	ENSG00000262500.1	MAPK8IP1P1	chr17	46243606	46245044	1	chr17	46265245	46265480	10319	True	True	2.1429e-17	2.1429e-17	3.2324e-01	3.7032e-02	2.3883e-14
183	Skin_Sun_Exposed_Lower_leg	ENSG00000228696.8	ARL17B	chr17	46274784	46361797	1	chr17	46265245	46265480	10319	True	True	2.1359e-17	2.1359e-17	3.3992e-01	3.8817e-02	2.6077e-14
184	Cells_Cultured_fibroblasts	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	1.8089e-17	1.8089e-17	3.7826e-01	4.2745e-02	2.7322e-14
185	Thyroid	ENSG00000188818.12	ZDHHC11	chr5	795606	850986	14	chr5	764827	765401	20384	True	True	1.7173e-18	1.7173e-18	3.6250e-01	3.9849e-02	2.8536e-14
186	Artery_Tibial	ENSG00000143631.10	FLG	chr1	152302175	152325203	2	chr1	152213243	152221044	1143	True	True	1.1384e-17	1.1384e-17	-3.4657e-01	3.9187e-02	3.1137e-14
187	Whole_Blood	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	3.4139e-17	3.4139e-17	3.2059e-01	3.6983e-02	3.5671e-14
188	Testis	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	2.3791e-17	2.3791e-17	4.5699e-01	5.0765e-02	4.5470e-14
189	Adrenal_Gland	ENSG00000168903.8	BTNL3	chr5	180988845	181006727	10	chr5	180986484	180986608	21968	True	True	2.3674e-19	2.3674e-19	-5.4604e-01	5.5361e-02	4.6459e-14
190	Adipose_Visceral_Omentum	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	2.6534e-18	2.6534e-18	3.9114e-01	4.2957e-02	4.7845e-14
191	Nerve_Tibial	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113610060	113611275	13631	True	True	3.8660e-18	3.8660e-18	3.6687e-01	4.0717e-02	4.9213e-14
192	Esophagus_Muscularis	ENSG00000237975.6	FLG-AS1	chr1	152168125	152445456	4	chr1	152213243	152221044	1143	True	True	6.4277e-18	6.4277e-18	-3.8776e-01	4.3118e-02	5.6089e-14
193	Adipose_Subcutaneous	ENSG00000100211.10	CBY1	chr22	38656640	38673854	3	chr22	38644314	38644569	16425	True	True	1.2333e-17	1.2333e-17	-3.5972e-01	4.0606e-02	5.7620e-14
194	Skin_Sun_Exposed_Lower_leg	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	774459	774835	20385	True	True	5.1334e-18	5.1334e-18	3.4637e-01	3.8752e-02	6.5110e-14
195	Adipose_Subcutaneous	ENSG00000197915.5	HRNR	chr1	152212082	152224193	3	chr1	152213243	152221044	1143	True	True	1.5197e-17	1.5197e-17	3.4644e-01	3.9326e-02	6.5927e-14
196	Breast_Mammary_Tissue	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	1.1719e-18	1.1719e-18	-4.2736e-01	4.6017e-02	7.3611e-14
197	Breast_Mammary_Tissue	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	764827	765401	20384	True	True	5.4799e-19	5.4799e-19	4.3360e-01	4.6165e-02	7.3611e-14
198	Esophagus_Mucosa	ENSG00000100221.10	JOSD1	chr22	38685543	38701556	4	chr22	38644314	38644569	16425	True	True	8.6005e-18	8.6005e-18	-3.8638e-01	4.3145e-02	7.5211e-14
199	Esophagus_Mucosa	ENSG00000120071.13	KANSL1	chr17	46029916	46225389	1	chr17	46265245	46265480	10319	True	True	4.0764e-17	4.0764e-17	3.6964e-01	4.2323e-02	8.0208e-14
200	Artery_Tibial	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	6.3212e-17	6.3212e-17	3.3896e-01	3.9302e-02	8.0683e-14
201	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000271662.1	RP11-141C7.3	chr3	195650146	195651472	5	chr3	195717039	195717263	18365	True	True	1.2880e-17	1.2880e-17	3.6843e-01	4.1534e-02	8.3730e-14
202	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	2.0346e-17	2.0346e-17	-3.7081e-01	4.2041e-02	8.3730e-14
203	Cells_Cultured_fibroblasts	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113610060	113611275	13631	True	True	1.0181e-17	1.0181e-17	3.7987e-01	4.2578e-02	8.5167e-14
204	Breast_Mammary_Tissue	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195717039	195717263	18365	True	True	4.0580e-18	4.0580e-18	4.2121e-01	4.6163e-02	8.6069e-14
205	Skin_Sun_Exposed_Lower_leg	ENSG00000188818.12	ZDHHC11	chr5	795606	850986	14	chr5	764827	765401	20384	True	True	6.2861e-18	6.2861e-18	3.4633e-01	3.8853e-02	9.6134e-14
206	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	764827	765401	20384	True	True	7.3729e-18	7.3729e-18	3.7203e-01	4.1595e-02	9.6344e-14
207	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000254812.1	RP11-661A12.12	chr8	143632071	143633756	6	chr8	143628618	143629053	27006	True	True	1.3894e-17	1.3894e-17	3.6773e-01	4.1505e-02	9.6344e-14
208	Lung	ENSG00000237975.6	FLG-AS1	chr1	152168125	152445456	4	chr1	152213243	152221044	1143	True	True	1.3745e-17	1.3745e-17	-3.6677e-01	4.1398e-02	9.8059e-14
209	Whole_Blood	ENSG00000197888.2	UGT2B17	chr4	68537184	68568527	1	chr4	68596915	68597248	19224	True	True	1.0362e-16	1.0362e-16	3.1361e-01	3.6794e-02	1.0190e-13
210	Nerve_Tibial	ENSG00000271662.1	RP11-141C7.3	chr3	195650146	195651472	5	chr3	195694561	195694966	18362	True	True	1.2289e-17	1.2289e-17	3.6264e-01	4.0907e-02	1.1851e-13
211	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000120071.13	KANSL1	chr17	46029916	46225389	1	chr17	46265245	46265480	10319	True	True	1.1673e-16	1.1673e-16	3.5771e-01	4.1679e-02	1.2781e-13
212	Thyroid	ENSG00000132432.13	SEC61G	chr7	54752250	54759974	3	chr7	54749369	54749463	24336	True	True	4.3035e-17	4.3035e-17	3.4380e-01	3.9611e-02	1.4518e-13
213	Skin_Not_Sun_Exposed_Suprapubic	ENSG00000237975.6	FLG-AS1	chr1	152168125	152445456	4	chr1	152213243	152221044	1143	True	True	3.9603e-17	3.9603e-17	-3.6184e-01	4.1484e-02	1.6477e-13
214	Testis	ENSG00000197915.5	HRNR	chr1	152212082	152224193	3	chr1	152213243	152221044	1143	True	True	3.1441e-17	3.1441e-17	4.5024e-01	5.0310e-02	1.6901e-13
215	Heart_Atrial_Appendage	ENSG00000224769.1	MUC20P1	chr3	195614947	195620233	5	chr3	195717039	195717263	18365	True	True	6.1191e-18	6.1191e-18	4.3204e-01	4.7466e-02	1.9451e-13
216	Pituitary	ENSG00000224769.1	MUC20P1	chr3	195614947	195620233	5	chr3	195717039	195717263	18365	True	True	1.8641e-18	1.8641e-18	5.3337e-01	5.5776e-02	2.0591e-13
217	Pancreas	ENSG00000168903.8	BTNL3	chr5	180988845	181006727	10	chr5	180986484	180986608	21968	True	True	3.2385e-18	3.2385e-18	-4.7200e-01	5.0815e-02	2.3121e-13
218	Pancreas	ENSG00000259370.2	RP11-1069G10.1	chr15	62827675	62884034	3	chr15	62893477	62893539	8447	True	True	1.2410e-17	1.2410e-17	4.7670e-01	5.2163e-02	2.3121e-13
219	Skin_Sun_Exposed_Lower_leg	ENSG00000259205.2	PRKXP1	chr15	100553529	100558954	9	chr15	100554291	100558659	8773	True	True	2.7212e-17	2.7212e-17	3.4329e-01	3.9306e-02	2.5416e-13
220	Esophagus_Gastroesophageal_Junction	ENSG00000224769.1	MUC20P1	chr3	195614947	195620233	5	chr3	195717039	195717263	18365	True	True	3.1108e-18	3.1108e-18	4.5961e-01	4.9647e-02	3.0881e-13
221	Esophagus_Gastroesophageal_Junction	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	764827	765401	20384	True	True	1.9232e-18	1.9232e-18	4.6604e-01	4.9930e-02	3.6274e-13
222	Skin_Sun_Exposed_Lower_leg	ENSG00000124116.18	WFDC3	chr20	45747944	45791932	4	chr20	45738844	45739247	15244	True	True	9.5896e-17	9.5896e-17	3.3062e-01	3.8626e-02	3.7911e-13
223	Lung	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	764827	765401	20384	True	True	2.1233e-17	2.1233e-17	3.6885e-01	4.1862e-02	3.8295e-13
224	Lung	ENSG00000026297.15	RNASET2	chr6	166929504	166957184	5	chr6	166997607	166997910	23486	True	True	5.0101e-17	5.0101e-17	-3.5941e-01	4.1363e-02	3.8295e-13
225	Heart_Atrial_Appendage	ENSG00000215837.7	SDHAP2	chr3	195658096	195685904	4	chr3	195717039	195717263	18365	True	True	2.5264e-17	2.5264e-17	4.2464e-01	4.7651e-02	4.8183e-13
226	Adipose_Subcutaneous	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	1.1961e-16	1.1961e-16	-3.4925e-01	4.0779e-02	4.8430e-13
227	Brain_Caudate_basal_ganglia	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	2.4081e-17	2.4081e-17	5.7408e-01	6.1029e-02	4.9199e-13
228	Esophagus_Gastroesophageal_Junction	ENSG00000215837.7	SDHAP2	chr3	195658096	195685904	4	chr3	195694561	195694966	18362	True	True	1.8836e-17	1.8836e-17	4.4928e-01	4.9864e-02	4.9862e-13
229	Colon_Sigmoid	ENSG00000249908.2	BRD9P2	chr5	767382	768930	11	chr5	764827	765401	20384	True	True	2.4129e-18	2.4129e-18	4.7358e-01	5.0766e-02	5.3345e-13
230	Colon_Transverse	ENSG00000188818.12	ZDHHC11	chr5	795606	850986	14	chr5	764827	765401	20384	True	True	1.0991e-17	1.0991e-17	4.3336e-01	4.7967e-02	5.3373e-13
231	Cells_Cultured_fibroblasts	ENSG00000228274.3	RP3-508I15.9	chr22	38667663	38681820	3	chr22	38644314	38644569	16425	True	True	1.4399e-16	1.4399e-16	-3.8126e-01	4.4325e-02	5.5069e-13
232	Cells_Cultured_fibroblasts	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195717039	195717263	18365	True	True	1.1394e-16	1.1394e-16	3.6934e-01	4.2911e-02	5.5069e-13
233	Nerve_Tibial	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	5.9189e-17	5.9189e-17	-3.5442e-01	4.0928e-02	5.6156e-13
234	Nerve_Tibial	ENSG00000138744.14	NAAA	chr4	75913657	75940949	1	chr4	76027456	76027965	19295	True	True	3.7056e-16	3.7056e-16	3.4511e-01	4.1001e-02	5.6156e-13
235	Nerve_Tibial	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	703336	703890	20380	True	True	1.9376e-17	1.9376e-17	3.6218e-01	4.1113e-02	5.6156e-13
236	Esophagus_Mucosa	ENSG00000168528.11	SERINC2	chr1	31409565	31434680	3	chr1	31431747	31432230	461	True	True	1.3870e-16	1.3870e-16	-3.6372e-01	4.2429e-02	6.7480e-13
237	Esophagus_Mucosa	ENSG00000179750.15	APOBEC3B	chr22	38982347	38992804	5	chr22	38988619	38988769	16434	True	True	8.1792e-17	8.1792e-17	3.6314e-01	4.2049e-02	6.7480e-13
238	Esophagus_Mucosa	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195694561	195694966	18362	True	True	1.1146e-16	1.1146e-16	3.6303e-01	4.2223e-02	6.7480e-13
239	Stomach	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	1.0968e-16	1.0968e-16	4.4322e-01	5.0507e-02	7.3017e-13
240	Heart_Left_Ventricle	ENSG00000237975.6	FLG-AS1	chr1	152168125	152445456	4	chr1	152213243	152221044	1143	True	True	2.5109e-17	2.5109e-17	-4.1590e-01	4.6775e-02	8.8365e-13
241	Heart_Atrial_Appendage	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	764827	765401	20384	True	True	1.3276e-17	1.3276e-17	4.3072e-01	4.7832e-02	9.6220e-13
242	Esophagus_Muscularis	ENSG00000271662.1	RP11-141C7.3	chr3	195650146	195651472	5	chr3	195694561	195694966	18362	True	True	1.2568e-16	1.2568e-16	3.7447e-01	4.3518e-02	1.1216e-12
243	Esophagus_Muscularis	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	6.0593e-16	6.0593e-16	3.6917e-01	4.3957e-02	1.1216e-12
244	Lung	ENSG00000271662.1	RP11-141C7.3	chr3	195650146	195651472	5	chr3	195717039	195717263	18365	True	True	1.8227e-16	1.8227e-16	3.5491e-01	4.1644e-02	1.3003e-12
245	Whole_Blood	ENSG00000128383.12	APOBEC3A	chr22	38952741	38963183	6	chr22	38981117	38981249	16433	True	True	2.6305e-16	2.6305e-16	3.1275e-01	3.7198e-02	1.4659e-12
246	Muscle_Skeletal	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113610060	113611275	13631	True	True	1.8100e-16	1.8100e-16	3.0624e-01	3.6267e-02	1.5732e-12
247	Adipose_Visceral_Omentum	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	7.7975e-16	7.7975e-16	3.6446e-01	4.3608e-02	1.5817e-12
248	Lung	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	2.4357e-16	2.4357e-16	-3.5516e-01	4.1848e-02	1.9548e-12
249	Breast_Mammary_Tissue	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	5.9165e-16	5.9165e-16	3.9950e-01	4.7214e-02	2.3975e-12
250	Breast_Mammary_Tissue	ENSG00000214401.4	KANSL1-AS1	chr17	46193576	46196723	1	chr17	46265245	46265480	10319	True	True	6.7821e-16	6.7821e-16	3.9539e-01	4.6873e-02	2.3975e-12
251	Muscle_Skeletal	ENSG00000270127.2	RP11-526I2.5	chr15	100547765	100550153	8	chr15	100554291	100558659	8773	True	True	2.2607e-16	2.2607e-16	3.0938e-01	3.6738e-02	2.4183e-12
252	Testis	ENSG00000254812.1	RP11-661A12.12	chr8	143632071	143633756	6	chr8	143628618	143629053	27006	True	True	2.4056e-16	2.4056e-16	4.4253e-01	5.1015e-02	2.4341e-12
253	Cells_Cultured_fibroblasts	ENSG00000224769.1	MUC20P1	chr3	195614947	195620233	5	chr3	195694561	195694966	18362	True	True	4.5415e-16	4.5415e-16	3.6138e-01	4.2918e-02	2.5724e-12
254	Esophagus_Muscularis	ENSG00000236397.3	DDX11L2	chr2	113599036	113601261	6	chr2	113610060	113611275	13631	True	True	3.2232e-16	3.2232e-16	-3.6860e-01	4.3484e-02	3.1642e-12
255	Thyroid	ENSG00000026297.15	RNASET2	chr6	166929504	166957184	5	chr6	166997607	166997910	23486	True	True	6.1339e-16	6.1339e-16	-3.2991e-01	3.9610e-02	3.2763e-12
256	Whole_Blood	ENSG00000211974.3	IGHV2-70D	chr14	106723574	106724093	4	chr14	106705656	106706543	8160	True	True	1.0080e-15	1.0080e-15	3.1117e-01	3.7773e-02	3.5477e-12
257	Nerve_Tibial	ENSG00000143631.10	FLG	chr1	152302175	152325203	2	chr1	152213243	152221044	1143	True	True	1.3375e-15	1.3375e-15	-3.3979e-01	4.1204e-02	3.5499e-12
258	Nerve_Tibial	ENSG00000026297.15	RNASET2	chr6	166929504	166957184	5	chr6	166997607	166997910	23486	True	True	5.3543e-16	5.3543e-16	-3.4272e-01	4.0961e-02	3.5499e-12
259	Esophagus_Gastroesophageal_Junction	ENSG00000189306.10	RRP7A	chr22	42509968	42519802	1	chr22	42546989	42547432	16467	True	True	7.5329e-16	7.5329e-16	4.3023e-01	5.0622e-02	3.7390e-12
260	Thyroid	ENSG00000146556.14	WASH2P	chr2	113588550	113599034	6	chr2	113610060	113611275	13631	True	True	6.6007e-16	6.6007e-16	3.3206e-01	3.9896e-02	4.0293e-12
261	Colon_Sigmoid	ENSG00000206077.10	ZDHHC11B	chr5	710360	766952	19	chr5	764827	765401	20384	True	True	2.3338e-17	2.3338e-17	4.6112e-01	5.1145e-02	4.4559e-12
262	Esophagus_Gastroesophageal_Junction	ENSG00000283426.1	RP11-141C7.2	chr3	195701618	195711643	4	chr3	195712742	195714439	18364	True	True	2.8176e-16	2.8176e-16	4.3472e-01	5.0343e-02	4.4752e-12
263	Nerve_Tibial	ENSG00000229178.1	AC069513.4	chr3	195655565	195657927	4	chr3	195694561	195694966	18362	True	True	9.2146e-16	9.2146e-16	3.4224e-01	4.1244e-02	4.5999e-12
